A,B,D,synteny,Expressed
TraesCS3A01G530200,TraesCS3B01G600300,TraesCS3D01G535700,syntenic,TRUE
TraesCS5A01G480600,TraesCS5B01G493500,TraesCS5D01G493800,syntenic,TRUE
TraesCS2A01G404600,TraesCS2B01G422500,TraesCS2D01G401500,syntenic,TRUE
TraesCS6A01G253700,TraesCS6B01G271700,TraesCS6D01G235300,syntenic,TRUE
TraesCS3A01G193400,TraesCS3B01G221500,TraesCS3D01G196000,non-syntenic,TRUE
TraesCS4A01G010000,TraesCS4B01G294300,TraesCS4D01G293200,syntenic,TRUE
TraesCS5A01G193300,TraesCS5B01G188700,TraesCS5D01G195800,non-syntenic,TRUE
TraesCS4A01G016800,TraesCS4B01G287300,TraesCS4D01G286100,syntenic,TRUE
TraesCS1A01G079700,TraesCS1B01G097700,TraesCS1D01G081400,syntenic,TRUE
TraesCS4A01G096900,TraesCS4B01G207500,TraesCS4D01G208400,syntenic,TRUE
TraesCS1A01G031200,TraesCS1B01G038800,TraesCS1D01G032600,syntenic,TRUE
TraesCS3A01G210700,TraesCS3B01G241300,TraesCS3D01G213600,syntenic,TRUE
TraesCS3A01G276600,TraesCS3B01G310800,TraesCS3D01G276800,syntenic,TRUE
TraesCS7A01G215800,TraesCS7B01G122800,TraesCS7D01G217500,syntenic,TRUE
TraesCS5A01G064600,TraesCS5B01G068100,TraesCS5D01G075500,syntenic,TRUE
TraesCS2A01G357800,TraesCS2B01G377100,TraesCS2D01G356600,syntenic,TRUE
TraesCS1A01G383900,TraesCS1B01G410600,TraesCS1D01G392100,syntenic,TRUE
TraesCS5A01G500100,TraesCS4B01G328400,TraesCS4D01G325500,syntenic,TRUE
TraesCS2A01G500700,TraesCS2B01G528600,TraesCS2D01G500900,syntenic,TRUE
TraesCS5A01G048600,TraesCS5B01G053800,TraesCS5D01G059300,syntenic,TRUE
TraesCS1A01G229500,TraesCS5B01G540400,TraesCS5D01G547500,non-syntenic,FALSE
TraesCS1A01G073300,TraesCS1B01G091900,TraesCS1D01G076200,syntenic,TRUE
TraesCS3A01G096500,TraesCS3B01G112300,TraesCS3D01G097000,syntenic,TRUE
TraesCS3A01G045200,TraesCS3B01G038900,TraesCS3D01G036000,syntenic,TRUE
TraesCS2A01G533000,TraesCS2B01G562500,TraesCS2D01G534800,syntenic,TRUE
TraesCS3A01G485600,TraesCS2B01G512100,TraesCS3D01G481800,non-syntenic,TRUE
TraesCS3A01G104800,TraesCS3B01G123300,TraesCS3D01G107000,syntenic,TRUE
TraesCS5A01G319400,TraesCS5B01G319800,TraesCS5D01G325600,syntenic,TRUE
TraesCS6A01G399500,TraesCS6B01G439700,TraesCS6D01G383700,syntenic,TRUE
TraesCS4A01G414700,TraesCS4B01G315400,TraesCS4D01G312400,syntenic,TRUE
TraesCS3A01G493300,TraesCS3B01G555300,TraesCS3D01G501000,syntenic,FALSE
TraesCS7A01G229800,TraesCS7B01G195700,TraesCS7D01G230500,syntenic,TRUE
TraesCS4A01G001100,TraesCS4B01G002300,TraesCS4D01G001000,syntenic,TRUE
TraesCS1A01G249500,TraesCS1B01G260300,TraesCS1D01G249000,syntenic,TRUE
TraesCS3A01G064400,TraesCS3B01G079400,TraesCS3D01G064800,non-syntenic,TRUE
TraesCS5A01G277200,TraesCS5B01G277000,TraesCS5D01G284600,syntenic,TRUE
TraesCS5A01G052400,TraesCS5B01G064400,TraesCS5D01G063800,syntenic,TRUE
TraesCS6A01G276300,TraesCS6B01G303800,TraesCS6D01G256700,syntenic,TRUE
TraesCS5A01G514500,TraesCS4B01G345400,TraesCS4D01G340500,syntenic,TRUE
TraesCS1A01G359700,TraesCS1B01G376000,TraesCS1D01G364100,non-syntenic,TRUE
TraesCS7A01G432900,TraesCS7B01G333200,TraesCS7D01G424500,syntenic,TRUE
TraesCS3A01G290300,TraesCS3B01G325100,TraesCS3D01G290100,syntenic,TRUE
TraesCS6A01G386800,TraesCS6B01G425900,TraesCS6D01G371500,syntenic,TRUE
TraesCS2A01G504700,TraesCS2B01G532900,TraesCS2D01G505400,syntenic,TRUE
TraesCS7A01G497600,TraesCS7B01G404400,TraesCS7D01G484900,syntenic,TRUE
TraesCS3A01G003900,TraesCS3B01G008600,TraesCS3D01G005400,syntenic,TRUE
TraesCS1A01G127900,TraesCS1B01G147000,TraesCS1D01G126300,syntenic,TRUE
TraesCS3A01G493500,TraesCS3B01G555500,TraesCS3D01G501100,syntenic,TRUE
TraesCS3A01G493600,TraesCS3B01G555600,TraesCS3D01G501200,syntenic,TRUE
TraesCS3A01G039200,TraesCS3B01G044300,TraesCS3D01G040700,syntenic,TRUE
TraesCS5A01G350800,TraesCS5B01G353400,TraesCS5D01G357800,syntenic,TRUE
TraesCS2A01G285700,TraesCS2B01G302800,TraesCS2D01G284200,syntenic,TRUE
TraesCS2A01G200300,TraesCS2B01G227700,TraesCS2D01G208100,syntenic,TRUE
TraesCS4A01G062000,TraesCS4B01G238700,TraesCS4D01G238900,syntenic,TRUE
TraesCS7A01G129300,TraesCS7B01G029200,TraesCS7D01G128300,syntenic,TRUE
TraesCS3A01G152200,TraesCS3B01G179300,TraesCS3D01G160000,syntenic,TRUE
TraesCS3A01G064300,TraesCS3B01G076900,TraesCS3D01G064700,syntenic,TRUE
TraesCS7A01G383100,TraesCS7B01G285900,TraesCS7D01G379600,syntenic,TRUE
TraesCS5A01G051700,TraesCS5B01G056000,TraesCS5D01G062800,syntenic,TRUE
TraesCS2A01G216900,TraesCS2B01G242300,TraesCS2D01G222900,non-syntenic,FALSE
TraesCS1A01G422800,TraesCS1B01G454100,TraesCS1D01G430800,syntenic,TRUE
TraesCS3A01G493800,TraesCS3B01G555800,TraesCS3D01G501400,syntenic,TRUE
TraesCS7A01G229600,TraesCS7B01G195500,TraesCS7D01G230200,syntenic,TRUE
TraesCS2A01G536500,TraesCS2B01G567100,TraesCS2D01G537900,syntenic,TRUE
TraesCS2A01G536400,TraesCS2B01G567000,TraesCS2D01G537800,syntenic,TRUE
TraesCS2A01G538200,TraesCS2B01G568600,TraesCS2D01G539100,non-syntenic,TRUE
TraesCS4A01G133800,TraesCS4B01G171100,TraesCS4D01G173100,syntenic,TRUE
TraesCS6A01G145700,TraesCS6B01G174100,TraesCS6D01G135000,syntenic,TRUE
TraesCS3A01G522800,TraesCS3B01G591700,TraesCS6D01G016900,non-syntenic,TRUE
TraesCS7A01G329200,TraesCS7B01G229900,TraesCS7D01G326100,syntenic,TRUE
TraesCS4A01G205800,TraesCS4B01G109400,TraesCS4D01G106700,syntenic,TRUE
TraesCS2A01G209900,TraesCS2B01G236100,TraesCS2D01G216700,syntenic,TRUE
TraesCS2A01G198800,TraesCS2B01G226200,TraesCS2D01G206600,syntenic,FALSE
TraesCS2A01G215900,TraesCS2B01G240900,TraesCS2D01G221500,syntenic,TRUE
TraesCS2A01G537200,TraesCS2B01G568000,TraesCS2D01G538500,syntenic,TRUE
TraesCS6A01G390400,TraesCS6B01G430800,TraesCS6D01G376600,syntenic,TRUE
TraesCS3A01G171500,TraesCS3B01G202500,TraesCS3D01G178200,syntenic,TRUE
TraesCS5A01G062600,TraesCS5B01G069900,TraesCS5D01G073900,syntenic,TRUE
TraesCS1A01G374700,TraesCS1B01G394900,TraesCS1D01G381800,syntenic,TRUE
TraesCS7A01G463500,TraesCS7B01G364100,TraesCS7D01G451300,syntenic,TRUE
TraesCS2A01G589900,TraesCS2B01G594100,TraesCS2D01G564300,syntenic,TRUE
TraesCS6A01G180900,TraesCS6B01G204600,TraesCS6D01G164200,syntenic,TRUE
TraesCS4A01G088000,TraesCS4B01G216000,TraesCS4D01G216600,syntenic,TRUE
TraesCS2A01G128900,TraesCS2B01G151000,TraesCS2D01G131600,syntenic,TRUE
TraesCS2A01G216700,TraesCS2B01G242100,TraesCS2D01G222700,syntenic,TRUE
TraesCS2A01G216400,TraesCS2B01G241500,TraesCS2D01G222000,syntenic,TRUE
TraesCS5A01G330500,TraesCS5B01G330700,TraesCS5D01G336300,syntenic,TRUE
TraesCS1A01G227300,TraesCS1B01G241400,TraesCS1D01G228900,syntenic,TRUE
TraesCS3A01G308100,TraesCS3B01G151200,TraesCS3D01G134400,syntenic,TRUE
TraesCS7A01G510900,TraesCS7B01G421800,TraesCS7D01G500300,syntenic,TRUE
TraesCS5A01G060300,TraesCS5B01G067800,TraesCS5D01G071900,syntenic,TRUE
TraesCS2A01G462700,TraesCS2B01G484300,TraesCS2D01G463100,syntenic,TRUE
TraesCS1A01G259900,TraesCS1B01G270300,TraesCS1D01G259700,non-syntenic,TRUE
TraesCS2A01G299400,TraesCS2B01G315900,TraesCS2D01G297300,syntenic,TRUE
TraesCS1A01G015000,TraesCS1B01G019500,TraesCS1D01G012900,syntenic,FALSE
TraesCS2A01G215800,TraesCS2B01G240800,TraesCS2D01G221400,syntenic,TRUE
TraesCS4A01G102900,TraesCS4B01G201600,TraesCS4D01G202300,syntenic,TRUE
TraesCS5A01G351300,TraesCS5B01G354600,TraesCS5D01G358400,syntenic,FALSE
TraesCS2A01G538300,TraesCS6B01G399900,TraesCS6D01G348800,non-syntenic,TRUE
TraesCS3A01G034300,TraesCS3B01G053800,TraesCS3D01G046000,non-syntenic,TRUE
TraesCS3A01G278100,TraesCS3B01G312300,TraesCS3D01G278400,syntenic,TRUE
TraesCS1A01G362900,TraesCS1B01G380100,TraesCS1D01G367800,syntenic,TRUE
TraesCS2A01G032100,TraesCS2B01G043400,TraesCS2D01G031600,non-syntenic,FALSE
TraesCS7A01G455800,TraesCS7B01G356800,TraesCS7D01G444700,syntenic,TRUE
TraesCS7A01G456300,TraesCS7B01G357100,TraesCS7D01G445000,syntenic,FALSE
TraesCS1A01G014900,TraesCS4B01G048400,TraesCS1D01G012800,non-syntenic,TRUE
TraesCS1A01G015900,TraesCS5B01G370400,TraesCS1D01G013800,non-syntenic,TRUE
TraesCS2A01G216500,TraesCS2B01G241800,TraesCS2D01G222300,syntenic,TRUE
TraesCS5A01G352000,TraesCS5B01G354700,TraesCS5D01G359500,syntenic,TRUE
TraesCS7A01G340700,TraesCS7B01G241900,TraesCS7D01G338800,syntenic,TRUE
TraesCS1A01G108100,TraesCS1B01G130300,TraesCS1D01G110900,syntenic,TRUE
TraesCS5A01G444700,TraesCS5B01G449300,TraesCS5D01G452300,syntenic,TRUE
TraesCS3A01G072900,TraesCS3B01G086900,TraesCS3D01G072700,syntenic,TRUE
TraesCS5A01G351600,TraesCS5B01G354100,TraesCS5D01G358900,syntenic,TRUE
TraesCS5A01G351000,TraesCS5B01G353600,TraesCS5D01G358000,syntenic,TRUE
TraesCS5A01G444600,TraesCS5B01G449200,TraesCS5D01G452200,syntenic,TRUE
TraesCS6A01G139400,TraesCS6B01G167900,TraesCS6D01G129900,syntenic,TRUE
TraesCS2A01G020900,TraesCS2B01G028700,TraesCS2D01G021100,syntenic,FALSE
TraesCS5A01G016500,TraesCS1B01G323000,TraesCS5D01G023200,non-syntenic,TRUE
TraesCS1A01G433100,TraesCS1B01G468900,TraesCS1D01G442500,syntenic,TRUE
TraesCS6A01G008400,TraesCS6B01G001500,TraesCS6D01G002500,non-syntenic,TRUE
TraesCS2A01G505200,TraesCS2B01G533400,TraesCS2D01G505900,syntenic,TRUE
TraesCS3A01G171600,TraesCS3B01G202600,TraesCS3D01G178300,syntenic,TRUE
TraesCS6A01G072100,TraesCS6B01G096800,TraesCS6D01G070100,syntenic,FALSE
TraesCS2A01G299200,TraesCS2B01G315700,TraesCS2D01G297100,syntenic,TRUE
TraesCS6A01G401300,TraesCS3B01G015400,TraesCS3D01G011900,syntenic,TRUE
TraesCS2A01G299500,TraesCS2B01G316000,TraesCS2D01G297400,syntenic,TRUE
TraesCS5A01G043600,TraesCS5B01G047500,TraesCS5D01G052800,syntenic,FALSE
TraesCS1A01G340300,TraesCS1B01G352600,TraesCS1D01G342300,syntenic,TRUE
TraesCS7A01G431500,TraesCS6B01G426200,TraesCS7D01G423300,syntenic,TRUE
TraesCS6A01G043900,TraesCS6B01G059800,TraesCS6D01G050900,syntenic,TRUE
TraesCS5A01G365300,TraesCS5B01G366900,TraesCS5D01G373700,syntenic,TRUE
TraesCS7A01G447800,TraesCS7B01G348000,TraesCS7D01G437500,syntenic,TRUE
TraesCS1A01G018000,TraesCS1B01G022400,TraesCS1D01G017800,syntenic,TRUE
TraesCS2A01G299600,TraesCS2B01G316100,TraesCS2D01G297500,syntenic,TRUE
TraesCS6A01G054500,TraesCS6B01G073000,TraesCS6D01G056600,syntenic,TRUE
TraesCS2A01G047600,TraesCS2B01G059400,TraesCS2D01G046500,syntenic,TRUE
TraesCS3A01G365300,TraesCS3B01G397200,TraesCS3D01G358500,syntenic,TRUE
TraesCS6A01G376300,TraesCS6B01G414100,TraesCS6D01G361500,syntenic,TRUE
TraesCS4A01G114700,TraesCS4B01G189500,TraesCS4D01G190900,syntenic,TRUE
TraesCS3A01G348000,TraesCS3B01G379900,TraesCS3D01G341600,syntenic,TRUE
TraesCS5A01G151400,TraesCS5B01G149900,TraesCS5D01G156500,syntenic,TRUE
TraesCS7A01G337400,TraesCS7B01G248800,TraesCS7D01G345000,syntenic,TRUE
TraesCS4A01G178900,TraesCS4B01G139100,TraesCS4D01G133800,syntenic,TRUE
TraesCS1A01G283400,TraesCS1B01G292600,TraesCS1D01G282600,syntenic,TRUE
TraesCS4A01G096400,TraesCS4B01G208000,TraesCS4D01G208900,syntenic,TRUE
TraesCS3A01G361100,TraesCS3B01G393500,TraesCS3D01G354900,syntenic,TRUE
TraesCS1A01G283900,TraesCS1B01G293100,TraesCS1D01G283000,syntenic,TRUE
TraesCS3A01G360600,TraesCS3B01G393000,TraesCS3D01G354400,syntenic,TRUE
TraesCS3A01G360400,TraesCS3B01G392700,TraesCS3D01G354200,syntenic,TRUE
TraesCS1A01G219300,TraesCS2B01G426400,TraesCS4D01G130500,non-syntenic,FALSE
TraesCS4A01G336700,TraesCS1B01G390400,TraesCS4D01G198700,non-syntenic,FALSE
TraesCS7A01G205600,TraesCS4B01G340800,TraesCS1D01G230400,non-syntenic,FALSE
TraesCS1A01G298500,TraesCS6B01G395800,TraesCS4D01G297100,non-syntenic,FALSE
TraesCS2A01G445400,TraesCS4B01G232600,TraesCS2D01G555100,non-syntenic,FALSE
TraesCS2A01G292500,TraesCS3B01G546000,TraesCS5D01G505600,non-syntenic,FALSE
TraesCS2A01G201000,TraesCS1B01G363500,TraesCS1D01G351800,non-syntenic,TRUE
TraesCS6A01G291800,TraesCS6B01G322200,TraesCS6D01G273000,syntenic,TRUE
TraesCS3A01G228100,TraesCS3B01G256400,TraesCS3D01G225900,syntenic,TRUE
TraesCS3A01G228200,TraesCS3B01G256300,TraesCS3D01G226000,syntenic,TRUE
TraesCS2A01G504900,TraesCS2B01G533200,TraesCS2D01G505600,syntenic,TRUE
TraesCS7A01G523800,TraesCS7B01G441100,TraesCS7D01G512800,syntenic,TRUE
TraesCS3A01G227800,TraesCS3B01G256500,TraesCS3D01G225800,syntenic,TRUE
TraesCS7A01G450100,TraesCS7B01G349800,TraesCS7D01G439300,syntenic,TRUE
TraesCS7A01G449600,TraesCS7B01G349100,TraesCS7D01G438700,syntenic,TRUE
TraesCS4A01G308800,TraesCS4B01G005700,TraesCS4D01G005500,syntenic,TRUE
TraesCS7A01G449500,TraesCS7B01G349000,TraesCS7D01G438600,syntenic,TRUE
TraesCS2A01G139900,TraesCS2B01G163900,TraesCS2D01G142600,syntenic,TRUE
TraesCS3A01G127700,TraesCS3B01G146900,TraesCS3D01G128700,syntenic,TRUE
TraesCS2A01G125100,TraesCS2B01G147600,TraesCS2D01G128200,syntenic,TRUE
TraesCS2A01G152300,TraesCS2B01G177400,TraesCS2D01G157400,syntenic,FALSE
TraesCS6A01G177300,TraesCS6B01G207300,TraesCS6D01G166900,syntenic,TRUE
TraesCS1A01G254100,TraesCS1B01G264200,TraesCS1D01G253600,syntenic,TRUE
TraesCS7A01G155000,TraesCS7B01G059100,TraesCS7D01G155300,syntenic,TRUE
TraesCS7A01G324300,TraesCS7B01G224900,TraesCS7D01G320600,syntenic,TRUE
TraesCS5A01G204300,TraesCS5B01G203900,TraesCS5D01G211800,syntenic,TRUE
TraesCS6A01G404500,TraesCS6B01G448800,TraesCS6D01G387700,syntenic,TRUE
TraesCS1A01G254000,TraesCS1B01G264300,TraesCS1D01G253500,syntenic,TRUE
TraesCS6A01G012100,TraesCS6B01G018500,TraesCS6D01G015000,syntenic,TRUE
TraesCS5A01G487300,TraesCS5B01G501100,TraesCS5D01G501600,syntenic,TRUE
TraesCS5A01G145700,TraesCS5B01G144600,TraesCS5D01G146500,syntenic,TRUE
TraesCS4A01G216000,TraesCS4B01G100300,TraesCS4D01G096600,syntenic,TRUE
TraesCS5A01G145600,TraesCS5B01G144500,TraesCS5D01G146600,syntenic,TRUE
TraesCS2A01G152200,TraesCS2B01G177300,TraesCS2D01G157300,syntenic,TRUE
TraesCS5A01G281400,TraesCS5B01G280400,TraesCS5D01G288400,syntenic,FALSE
TraesCS3A01G117900,TraesCS3B01G137200,TraesCS3D01G119700,syntenic,TRUE
TraesCS5A01G276900,TraesCS5B01G276700,TraesCS5D01G284300,non-syntenic,TRUE
TraesCS5A01G264100,TraesCS7B01G082200,TraesCS5D01G271700,non-syntenic,TRUE
TraesCS5A01G260800,TraesCS5B01G259200,TraesCS5D01G268300,syntenic,TRUE
TraesCS6A01G046000,TraesCS6B01G062100,TraesCS6D01G053200,syntenic,TRUE
TraesCS6A01G046200,TraesCS6B01G062200,TraesCS6D01G053300,syntenic,TRUE
TraesCS5A01G275500,TraesCS5B01G275000,TraesCS5D01G282900,non-syntenic,TRUE
TraesCS1A01G379500,TraesCS1B01G401200,TraesCS1D01G386600,syntenic,TRUE
TraesCS2A01G284700,TraesCS2B01G301800,TraesCS2D01G283400,syntenic,TRUE
TraesCS2A01G083400,TraesCS2B01G097400,TraesCS2D01G081000,syntenic,TRUE
TraesCS2A01G553300,TraesCS2B01G585300,TraesCS2D01G554800,syntenic,FALSE
TraesCS2A01G391100,TraesCS2B01G407900,TraesCS2D01G387600,non-syntenic,TRUE
TraesCS2A01G377600,TraesCS2B01G394600,TraesCS2D01G374000,syntenic,TRUE
TraesCS2A01G376700,TraesCS2B01G393600,TraesCS2D01G373100,syntenic,TRUE
TraesCS2A01G391000,TraesCS2B01G408000,TraesCS2D01G387700,non-syntenic,TRUE
TraesCS6A01G220900,TraesCS6B01G262400,TraesCS6D01G214300,syntenic,TRUE
TraesCS1A01G415700,TraesCS1B01G445700,TraesCS1D01G423000,syntenic,TRUE
TraesCS6A01G240900,TraesCS6B01G283800,TraesCS6D01G223100,syntenic,TRUE
TraesCS2A01G390800,TraesCS2B01G408500,TraesCS2D01G387800,syntenic,TRUE
TraesCS1A01G258500,TraesCS1B01G269100,TraesCS1D01G257800,syntenic,TRUE
TraesCS7A01G374900,TraesCS7B01G252500,TraesCS7D01G348500,syntenic,TRUE
TraesCS3A01G488200,TraesCS3B01G536100,TraesCS3D01G483000,syntenic,TRUE
TraesCS5A01G190900,TraesCS5B01G192400,TraesCS5D01G200100,syntenic,TRUE
TraesCS2A01G578300,TraesCS2B01G609500,TraesCS2D01G589500,syntenic,TRUE
TraesCS1A01G187000,TraesCS1B01G194900,TraesCS1D01G189600,syntenic,TRUE
TraesCS3A01G260800,TraesCS3B01G234100,TraesCS3D01G261100,non-syntenic,TRUE
TraesCS3A01G459500,TraesCS3B01G499200,TraesCS3D01G452100,syntenic,TRUE
TraesCS5A01G424000,TraesCS5B01G426300,TraesCS5D01G432600,syntenic,TRUE
TraesCS1A01G186200,TraesCS1B01G194000,TraesCS1D01G190600,syntenic,TRUE
TraesCS3A01G376700,TraesCS3B01G409200,TraesCS3D01G369600,syntenic,TRUE
TraesCS5A01G424100,TraesCS5B01G426400,TraesCS5D01G432700,syntenic,TRUE
TraesCS2A01G504300,TraesCS2B01G532600,TraesCS2D01G504900,syntenic,TRUE
TraesCS2A01G218700,TraesCS2B01G244100,TraesCS2D01G224700,syntenic,TRUE
TraesCS7A01G477900,TraesCS7B01G380300,TraesCS7D01G465400,syntenic,TRUE
TraesCS1A01G186400,TraesCS1B01G194200,TraesCS1D01G190200,syntenic,TRUE
TraesCS1A01G186300,TraesCS1B01G194100,TraesCS1D01G190300,syntenic,TRUE
TraesCS4A01G008400,TraesCS4B01G296500,TraesCS4D01G295400,syntenic,TRUE
TraesCS3A01G437900,TraesCS3B01G471900,TraesCS3D01G430200,syntenic,TRUE
TraesCS7A01G132000,TraesCS7B01G032700,TraesCS7D01G131600,syntenic,TRUE
TraesCS5A01G021700,TraesCS5B01G018400,TraesCS5D01G027300,syntenic,TRUE
TraesCS3A01G437400,TraesCS3B01G471500,TraesCS3D01G429700,syntenic,TRUE
TraesCS3A01G437500,TraesCS3B01G471600,TraesCS3D01G429800,syntenic,TRUE
TraesCS7A01G129500,TraesCS7B01G029300,TraesCS7D01G128600,syntenic,TRUE
TraesCS1A01G186800,TraesCS1B01G194800,TraesCS1D01G189700,syntenic,TRUE
TraesCS1A01G186700,TraesCS1B01G194700,TraesCS1D01G189800,non-syntenic,TRUE
TraesCS1A01G186500,TraesCS1B01G194300,TraesCS1D01G190100,syntenic,TRUE
TraesCS5A01G049900,TraesCS5B01G055300,TraesCS5D01G060700,syntenic,TRUE
TraesCS3A01G248100,TraesCS3B01G276800,TraesCS3D01G248100,syntenic,TRUE
TraesCS7A01G170700,TraesCS7B01G075700,TraesCS7D01G171400,syntenic,TRUE
TraesCS6A01G320300,TraesCS6B01G351000,TraesCS6D01G299800,syntenic,TRUE
TraesCS7A01G170900,TraesCS7B01G076000,TraesCS7D01G171500,non-syntenic,FALSE
TraesCS7A01G170800,TraesCS7B01G075900,TraesCS7D01G171600,syntenic,TRUE
TraesCS6A01G319800,TraesCS6B01G350600,TraesCS6D01G299300,syntenic,TRUE
TraesCS5A01G238600,TraesCS5B01G237100,TraesCS5D01G245500,syntenic,TRUE
TraesCS7A01G171000,TraesCS7B01G076100,TraesCS7D01G171800,syntenic,TRUE
TraesCS6A01G320400,TraesCS6B01G351200,TraesCS6D01G300000,syntenic,TRUE
TraesCS7A01G171600,TraesCS7B01G076400,TraesCS7D01G172100,syntenic,TRUE
TraesCS6A01G320500,TraesCS6B01G351300,TraesCS6D01G300400,syntenic,TRUE
TraesCS4A01G173200,TraesCS4B01G143800,TraesCS4D01G142400,syntenic,TRUE
TraesCS3A01G187600,TraesCS3B01G217000,TraesCS3D01G191300,syntenic,TRUE
TraesCS1A01G300200,TraesCS1B01G310300,TraesCS1D01G299700,syntenic,TRUE
TraesCS6A01G307900,TraesCS6B01G336500,TraesCS6D01G287100,syntenic,TRUE
TraesCS7A01G399100,TraesCS7B01G299700,TraesCS7D01G393300,syntenic,TRUE
TraesCS5A01G481200,TraesCS5B01G494400,TraesCS5D01G494800,syntenic,TRUE
TraesCS4A01G034400,TraesCS4B01G271000,TraesCS4D01G270100,non-syntenic,TRUE
TraesCS4A01G339200,TraesCS5B01G548500,TraesCS5D01G535500,syntenic,TRUE
TraesCS3A01G165600,TraesCS3B01G200100,TraesCS3D01G176000,syntenic,TRUE
TraesCS3A01G165900,TraesCS3B01G199900,TraesCS3D01G175800,syntenic,TRUE
TraesCS2A01G393700,TraesCS2B01G411700,TraesCS2D01G391600,syntenic,TRUE
TraesCS2A01G066600,TraesCS2B01G078800,TraesCS2D01G065000,syntenic,TRUE
TraesCS4A01G034300,TraesCS4B01G271200,TraesCS4D01G270400,non-syntenic,TRUE
TraesCS4A01G034200,TraesCS4B01G271300,TraesCS4D01G270500,syntenic,TRUE
TraesCS4A01G032600,TraesCS4B01G272800,TraesCS4D01G271900,syntenic,TRUE
TraesCS4A01G058400,TraesCS4B01G246400,TraesCS4D01G245700,syntenic,TRUE
TraesCS2A01G458900,TraesCS2B01G480700,TraesCS2D01G459300,syntenic,TRUE
TraesCS3A01G488000,TraesCS3B01G535800,TraesCS3D01G482800,syntenic,TRUE
TraesCS6A01G249200,TraesCS6B01G275800,TraesCS6D01G231200,syntenic,TRUE
TraesCS2A01G413400,TraesCS2B01G432100,TraesCS2D01G411200,syntenic,TRUE
TraesCS1A01G208200,TraesCS1B01G222300,TraesCS1D01G211500,syntenic,TRUE
TraesCS6A01G235800,TraesCS6B01G264400,TraesCS6D01G218500,syntenic,TRUE
TraesCS2A01G373000,TraesCS2B01G390000,TraesCS2D01G369200,syntenic,TRUE
TraesCS6A01G249300,TraesCS6B01G275700,TraesCS6D01G231300,syntenic,TRUE
TraesCS2A01G413500,TraesCS2B01G432200,TraesCS2D01G411100,syntenic,TRUE
TraesCS1A01G212300,TraesCS1B01G225900,TraesCS1D01G215300,syntenic,TRUE
TraesCS1A01G212400,TraesCS1B01G226000,TraesCS1D01G215400,syntenic,TRUE
TraesCS5A01G538000,TraesCS4B01G375200,TraesCS4D01G361900,syntenic,TRUE
TraesCS1A01G212200,TraesCS1B01G225800,TraesCS1D01G215200,syntenic,TRUE
TraesCS1A01G212000,TraesCS1B01G225700,TraesCS1D01G215100,syntenic,TRUE
TraesCS1A01G212600,TraesCS1B01G226100,TraesCS1D01G215500,syntenic,TRUE
TraesCS5A01G537300,TraesCS3B01G526800,TraesCS3D01G476800,non-syntenic,TRUE
TraesCS3A01G480000,TraesCS3B01G524500,TraesCS3D01G474800,syntenic,TRUE
TraesCS3A01G011100,TraesCS3B01G014300,TraesCS3D01G000500,syntenic,TRUE
TraesCS2A01G413600,TraesCS2B01G432300,TraesCS2D01G411000,syntenic,FALSE
TraesCS6A01G217100,TraesCS6B01G245700,TraesCS6D01G198400,non-syntenic,TRUE
TraesCS6A01G032700,TraesCS6B01G046400,TraesCS6D01G037700,syntenic,TRUE
TraesCS2A01G109600,TraesCS2B01G127600,TraesCS2D01G109800,syntenic,TRUE
TraesCS5A01G043800,TraesCS5B01G048000,TraesCS5D01G053200,syntenic,TRUE
TraesCS5A01G216500,TraesCS5B01G215400,TraesCS5D01G224600,syntenic,TRUE
TraesCS1A01G231500,TraesCS1B01G243000,TraesCS1D01G230800,syntenic,TRUE
TraesCS1A01G263900,TraesCS1B01G274500,TraesCS1D01G264000,syntenic,TRUE
TraesCS6A01G343700,TraesCS6B01G375900,TraesCS6D01G324600,syntenic,TRUE
TraesCS6A01G343800,TraesCS6B01G376000,TraesCS6D01G324900,syntenic,TRUE
TraesCS6A01G351000,TraesCS6B01G383700,TraesCS6D01G333500,syntenic,TRUE
TraesCS2A01G092800,TraesCS2B01G107500,TraesCS2D01G091800,syntenic,TRUE
TraesCS2A01G344200,TraesCS2B01G341700,TraesCS2D01G322500,syntenic,TRUE
TraesCS6A01G245100,TraesCS6B01G279200,TraesCS6D01G227500,syntenic,TRUE
TraesCS2A01G407700,TraesCS2B01G425600,TraesCS2D01G404800,syntenic,TRUE
TraesCS2A01G065700,TraesCS2B01G077700,TraesCS2D01G063900,syntenic,TRUE
TraesCS5A01G332300,TraesCS5B01G332500,TraesCS5D01G338200,syntenic,TRUE
TraesCS6A01G405600,TraesCS6B01G450000,TraesCS6D01G389400,syntenic,TRUE
TraesCS2A01G198500,TraesCS2B01G225900,TraesCS2D01G206300,syntenic,TRUE
TraesCS7A01G191200,TraesCS7B01G096000,TraesCS7D01G192200,syntenic,TRUE
TraesCS5A01G530600,TraesCS4B01G362300,TraesCS4D01G355600,syntenic,TRUE
TraesCS6A01G222100,TraesCS6B01G259000,TraesCS6D01G212900,syntenic,TRUE
TraesCS6A01G082900,TraesCS6B01G114400,TraesCS6D01G076400,syntenic,TRUE
TraesCS2A01G379800,TraesCS2B01G396700,TraesCS2D01G376000,syntenic,TRUE
TraesCS1A01G266300,TraesCS1B01G277300,TraesCS1D01G266500,syntenic,TRUE
